华硕[世界著名电脑品牌],创立时间,1989年
数码宝贝[1999年日本东映公司出品的电视动画连续剧],音乐,有泽孝纪
数码宝贝[1999年日本东映公司出品的电视动画连续剧],首播电视台,富士电视台
数码宝贝[1999年日本东映公司出品的电视动画连续剧],续作,数码宝贝02
数码宝贝[1999年日本东映公司出品的电视动画连续剧],标签,日本动画
数码宝贝[1999年日本东映公司出品的电视动画连续剧],标签,动画作品
神啊，请给我多一点时间,制片地区,日本
豹2主战坦克,研发国,联邦德国
豹2主战坦克,标签,科学
王文杰[中国内地男演员],血型,B型
OTL[网络象形文字],来源,日本
台殖民教,国家,日本
台殖民教,形式,奴化教育
霸王丸,国籍,日本
许志安,婚姻状况,已婚
李先镐,星座,水瓶座
雪的颜色,标签,漫画
天天[日本动漫《火影忍者》中角色],血型,B型
CLAMP,国籍,日本
CLAMP,职业,漫画家
CLAMP,标签,组织机构
CLAMP,标签,社会团体
CLAMP,标签,漫画
王家卫,血型,AB
探索频道[电视节目],出品时间,1985年
探索频道[电视节目],制片地区,美国
探索频道[电视节目],拍摄地点,世界各地
探索频道[电视节目],导演,约翰·亨德瑞
探索频道[电视节目],分级,G级
探索频道[电视节目],标签,娱乐
杨紫,主要作品,生命
伊能静,血型,AB
吴孟达,主要作品,白色巨塔
吴孟达,主要作品,爱在香港
朱孝天,主要作品,向日葵
朱孝天,主要作品,橘子酱男孩
苗侨伟,星座,双子座
易中天,星座,水瓶座
郑家榆,星座,双子座
花乐,地区,日韩
花乐,标签,漫画
保剑锋,主要作品,爱就爱了
高露[中国内地女演员],血型,B型
相叶弘树,国籍,日本
相叶弘树,代表作品,网球王子
本因坊秀策,国籍,日本
本因坊秀策,民族,和族
天下无双[2003年张卫健、关咏荷、陈好主演电视剧],在线播放平台,土豆网
剑狂[安卓游戏],地区,日本
明尼苏达森林狼队,成立时间,1989年
王子鸣[内地歌手],星座,水瓶座
天是红河岸[筱原千绘所作漫画],地区,日本
天是红河岸[筱原千绘所作漫画],出版社,小学馆
天是红河岸[筱原千绘所作漫画],装帧,平装
中岛幸惠,星座,双子座
徐熙娣,星座,双子座
徐熙娣,血型,B型
铃木千寻,国籍,日本
铃木千寻,星座,水瓶座
铃木千寻,血型,A型
铃木千寻,出生日期,1977年2月17日
铃木千寻,职业,声优
铃木千寻,出道时间,1998年
铃木千寻,标签,人物
杉山纪彰,国籍,日本
杉山纪彰,星座,双鱼座
杉山纪彰,血型,A型
杉山纪彰,职业,声优
杉山纪彰,出道时间,1999年
杉山纪彰,代表作品,火影忍者
杉山纪彰,代表作品,死神
杉山纪彰,代表作品,fate/stay night
杉山纪彰,代表作品,黑塔利亚
杉山纪彰,标签,人物
谢雨欣,血型,B型
暴走族,别称,雷族
暴走族,地区,日本
暴走族,标签,社会
石川英郎,国籍,日本
石川英郎,星座,射手座
石川英郎,血型,O型
石川英郎,出生日期,1969年12月13日
石川英郎,职业,声优
石川英郎,经纪公司,青二事务所
石川英郎,代表作品,火影忍者
石川英郎,代表作品,死神
石川英郎,代表作品,游戏王5D&#39;s
石川英郎,标签,人物
阿宝[中国内地男歌手],血型,B型
七福神,国 家,日本
七福神,标签,宗教
杰克琼斯,成立时间,1989年
林语堂,血型,AB
海绵宝宝[1999年美国电视动画片],标签,动画作品
the GazettE,国籍,日本
阿提拉[《Fate》系列中的角色],配音,能登麻美子
黎明[华语男歌手、演员],血型,B型
本上真奈美,国籍,日本
本上真奈美,血型,B型
本上真奈美,职业,演员
本上真奈美,标签,人物
阎维文,血型,B型
小泉纯一郎,国籍,日本
小泉纯一郎,民族,大和族
小松未步,国籍,日本
小松未步,民族,和族
千与千寻,制片地区,日本
千与千寻,对白语言,日语
千与千寻,分级,G级
千与千寻,出品年份,2001年
千与千寻,制片,铃木敏夫
千与千寻,配乐,久石让
千与千寻,动画制作,吉卜力工作室
千与千寻,影片发行,东宝株式会社
千与千寻,标签,科幻电影
千与千寻,标签,电影作品
千与千寻,标签,动画电影
千与千寻,标签,电影
千与千寻,标签,动画作品
千与千寻,标签,动画
量贩,最早出现,日本
量贩,标签,生活
量贩,标签,学科
量贩,标签,公文
关于莉莉周的一切[电影],制片地区,日本
关于莉莉周的一切[电影],导演,岩井俊二
关于莉莉周的一切[电影],对白语言,日语
天空之城[日本1986年宫崎骏执导动画电影],对白语言,日语
天空之城[日本1986年宫崎骏执导动画电影],音乐,久石让
天空之城[日本1986年宫崎骏执导动画电影],标签,动画作品
塞缪尔·莫尔斯,血型,B型
飞轮少年[大暮维人著作的漫画],地区,日本
飞轮少年[大暮维人著作的漫画],连载杂志,周刊少年Magazine
飞轮少年[大暮维人著作的漫画],出版社,讲谈社
灼眼的夏娜[高桥弥七郎著作的轻小说],插画,伊东杂音
灼眼的夏娜[高桥弥七郎著作的轻小说],类型,魔幻
灼眼的夏娜[高桥弥七郎著作的轻小说],地区,日本
灼眼的夏娜[高桥弥七郎著作的轻小说],连载杂志,电击文库MAGAZINE
灼眼的夏娜[高桥弥七郎著作的轻小说],所属文库,电击文库
广西大学外国语学院,主要院系,日语
浪客剑心[日本2012年佐藤健主演大友启史导演动作电影],对白语言,日语
刘大刚[中国大陆演员],血型,B型
名侦探柯南：侦探们的镇魂歌,其它译名,侦探们的安魂曲
名侦探柯南：侦探们的镇魂歌,出品时间,2006年
名侦探柯南：侦探们的镇魂歌,制片地区,日本
名侦探柯南：侦探们的镇魂歌,导演,山本泰一郎
名侦探柯南：侦探们的镇魂歌,编剧,柏原宽司
名侦探柯南：侦探们的镇魂歌,类型,动画电影
名侦探柯南：侦探们的镇魂歌,上映时间,2006年4月15日
名侦探柯南：侦探们的镇魂歌,对白语言,日语
名侦探柯南：侦探们的镇魂歌,色彩,彩色
名侦探柯南：侦探们的镇魂歌,标签,电影作品
名侦探柯南：侦探们的镇魂歌,标签,漫画
名侦探柯南：侦探们的镇魂歌,标签,动画
橙路,动画制作,东宝株式会社
橙路,标签,漫画
橙路,标签,动画
吉住涉,国籍,日本
吉住涉,标签,漫画
浪客剑心追忆篇,集数,4
浪客剑心追忆篇,地区,日本
浪客剑心追忆篇,原作,和月伸宏
浪客剑心追忆篇,导演,古桥一浩
浪客剑心追忆篇,标签,动画作品
麦兜故事,标签,动画
张智霖,主要作品,生死恋
猫的报恩,出品公司,吉卜力工作室
猫的报恩,制片地区,日本
猫的报恩,制片人,宫崎骏
猫的报恩,标签,动画
樱井孝宏,国籍,日本
樱井孝宏,星座,双子座
樱井孝宏,血型,A型
樱井孝宏,出生日期,1974年6月13日
樱井孝宏,职业,声优
樱井孝宏,毕业院校,代代木动画学院
樱井孝宏,出道时间,1996年
樱井孝宏,好友,福山润
樱井孝宏,搭档,渡边明乃
樱井孝宏,代表作品,最终幻想Ⅶ
昭和天皇,国籍,无
昭和天皇,民族,大和民族
昭和天皇,职业,日本天皇
昭和天皇,信仰,神道教
昭和天皇,陵墓,武藏野陵
昭和天皇,标签,二战
昭和天皇,标签,君主
昭和天皇,标签,人物
昭和天皇,标签,二战人物
种村有菜,国籍,日本
种村有菜,出生日期,1978年3月12日
种村有菜,职业,漫画家
种村有菜,性别,女
种村有菜,标签,语言
种村有菜,标签,书籍
熊井统子,国籍,日本
熊井统子,民族,大和
熊井统子,职业,声优
浪客剑心--星霜篇,地区,日本
浪客剑心--星霜篇,语言,日语
周刊少年JUMP,语言,日文
周刊少年JUMP,主办单位,集英社
周刊少年JUMP,标签,漫画
周刊少年JUMP,标签,期刊
周刊少年JUMP,标签,出版物
游戏王[ぎゃろっぷ于2000年制作的电视动画],集数,224
游戏王[ぎゃろっぷ于2000年制作的电视动画],地区,日本
游戏王[ぎゃろっぷ于2000年制作的电视动画],原作,高桥和希
游戏王[ぎゃろっぷ于2000年制作的电视动画],导演,杉岛邦久
游戏王[ぎゃろっぷ于2000年制作的电视动画],音乐,光宗信吉
游戏王[ぎゃろっぷ于2000年制作的电视动画],提供,KONAMI
游戏王[ぎゃろっぷ于2000年制作的电视动画],首播电视台,东京电视台
游戏王[ぎゃろっぷ于2000年制作的电视动画],其他电视台,ATV
游戏王[ぎゃろっぷ于2000年制作的电视动画],标签,动画作品
日语,标签,语言
木下樱,国籍,日本
木下樱,出生日期,9月8日
木下樱,职业,漫画家
木下樱,代表作品,《魔侦探洛基》
木下樱,血型,AB
木下樱,星座,处女座
木下樱,喜欢动物,熊猫
木下樱,标签,艺术家
木下樱,标签,漫画
木下樱,标签,人物
阿福[动画《成龙历险记》中的角色],标签,漫画
草野博纪,国籍,日本
草野博纪,标签,人物
日本节日,节日类型,传统节日
日本节日,节日起源,日本文化
天宇[动漫《神魄》中的角色],标签,动画
温特沃斯·米勒,星座,双子座
小宰相,所处时代,平安时代
小宰相,民族族群,大和
小宰相,配偶,平通盛
小宰相,标签,人物
张大伟[陆军总部政治工作部文工团青年男中音歌唱家],国籍,中国
张大伟[陆军总部政治工作部文工团青年男中音歌唱家],民族,满族
张大伟[陆军总部政治工作部文工团青年男中音歌唱家],星座,双子座
张大伟[陆军总部政治工作部文工团青年男中音歌唱家],毕业院校,沈阳音乐学院
张大伟[陆军总部政治工作部文工团青年男中音歌唱家],粉丝团昵称,卫星
张大伟[陆军总部政治工作部文工团青年男中音歌唱家],老师,徐兆仁
张大伟[陆军总部政治工作部文工团青年男中音歌唱家],老师,栾峰
张大伟[陆军总部政治工作部文工团青年男中音歌唱家],代表作品,我是一个兵
张大伟[陆军总部政治工作部文工团青年男中音歌唱家],代表作品,与祖国有约
张大伟[陆军总部政治工作部文工团青年男中音歌唱家],代表作品,四渡赤水出奇兵
张大伟[陆军总部政治工作部文工团青年男中音歌唱家],标签,演员
张大伟[陆军总部政治工作部文工团青年男中音歌唱家],标签,人物
木卫一,别称,伊奥
木卫一,分类,卫星
木卫一,标签,航空航天
大张伟,血型,B型
张乐平,职业,漫画家
张乐平,标签,漫画
杨紫琼,主要作品,太阳浩劫
杨紫琼,主要作品,星月童话
春野樱[日本动漫《火影忍者》的女主角],指导上忍,旗木卡卡西
春野樱[日本动漫《火影忍者》的女主角],特性,通灵
松下幸之助[日本松下电器创始人],民族,和族
攻受,来源,日本
流行语,外文名,catchword
流行语,标签,文化
流行语,标签,技术
流行语,标签,字词
流行语,标签,出版物
蒋大为,星座,水瓶座
全国爱眼日,日期,6月6日
全国爱眼日,提倡人,王延华
全国爱眼日,确定时间,1996年
全国爱眼日,标签,节日
全国爱眼日,标签,民俗
全国爱眼日,标签,文化节
全国爱眼日,标签,医学
国际减轻自然灾害日,设定时间,1989年
琉球群岛,所属国家,日本
三国志曹操传,地区,日本
AV女优,代表地区,日本
AV女优,标签,演员
王智[中国内地女演员、新生代功夫女星],出生日期,7月29日
堂本光一,别名,王子
堂本光一,别名,51
堂本光一,国籍,日本
堂本光一,民族,大和民族
堂本光一,星座,摩羯座
堂本光一,血型,B型
堂本光一,出生日期,1979年1月1日
堂本光一,职业,歌手
堂本光一,职业,演员
堂本光一,职业,作曲家
堂本光一,职业,作词家
堂本光一,经纪公司,杰尼斯事务所
堂本光一,代表作品,人间失格
堂本光一,代表作品,遥控刑警
堂本光一,代表作品,爱的和弦
堂本光一,代表作品,菜鸟刑警
堂本光一,队友,堂本刚
堂本光一,代表作品,shock
堂本光一,主要作品,阴阳师
堂本光一,主要作品,天才侦探御手洗：难解事件档案之折伞的女人
堂本光一,主要作品,寿司王子
堂本光一,主要作品,天使消失的街道
堂本光一,主要作品,若叶时代
堂本光一,主要作品,银狼怪奇
堂本光一,主要作品,爸爸回来了
堂本光一,标签,音乐人物
堂本光一,标签,人物
伊藤博文,民族,大和族
伊藤博文,逝世日期,1909年10月26日
伊藤博文,职业,日本内阁总理大臣
伊藤博文,毕业院校,松下村塾
伊藤博文,代表作品,《日本帝国宪法义解》
伊藤博文,党派,立宪政友会
伊藤博文,标签,官员
伊藤博文,标签,历史人物
伊藤博文,标签,人物
马其顿,所属洲,欧洲
马其顿,首都,斯科普里
马其顿,国庆日,9月8日
马其顿,国家代码,MKD
马其顿,货币,代纳尔
马其顿,主要宗教,东正教
马其顿,标签,地点
马其顿,标签,国家
拳皇[日本SNK公司旗下著名街机游戏],内容主题,热血
拳皇[日本SNK公司旗下著名街机游戏],标签,角色扮演游戏
DD[游戏王卡组系列之一],英文名,D/D
DD[游戏王卡组系列之一],游戏类型,集换式卡牌游戏
DD[游戏王卡组系列之一],所属游戏,游戏王卡片游戏
DD[游戏王卡组系列之一],使用者,赤马零儿
DD[游戏王卡组系列之一],标签,娱乐
GalGame,主要地区,日本
李香兰[日本演艺明星，国会议员山口淑子的化名],民族,和族
李香兰[日本演艺明星，国会议员山口淑子的化名],主要作品,拥抱
李香兰[日本演艺明星，国会议员山口淑子的化名],主要作品,流星
圣魔之血[GONZO改编的电视动画],地区,日本
圣魔之血[GONZO改编的电视动画],角色设计,中岛敦子
圣魔之血[GONZO改编的电视动画],发行,Entertainment
圣魔之血[GONZO改编的电视动画],标签,动画作品
七大罪[日本铃木央原作漫画],出版社,讲谈社
谢贤,血型,B型
巴巴多斯,英文名称,Barbados
巴巴多斯,所属洲,北美洲
巴巴多斯,首都,布里奇顿
巴巴多斯,国庆日,11月30日
巴巴多斯,国家代码,BRB
巴巴多斯,官方语言,英语
巴巴多斯,政治体制,君主立宪政体
巴巴多斯,主要宗教,基督教
巴巴多斯,国际域名缩写,BB
巴巴多斯,国鸟,鹈鹕
巴巴多斯,国花,金凤花
巴巴多斯,标签,地点
多米尼克[国家名称],标签,动画
刘青云[中国香港影视男演员],星座,水瓶座
刘青云[中国香港影视男演员],血型,AB
亚太经济合作组织,创建日期,1989年
江户川乱步[日本著名推理小说家],民族,大和
孙坚[中国内地男演员],星座,双子座
孙坚[中国内地男演员],主要作品,赏金猎人
李小露,血型,B型
日向宁次,配音,远近孝一
日向宁次,性别,男
日向宁次,血型,O型
日向宁次,讨厌的食物,南瓜
日向宁次,想挑战的对手,漩涡鸣人
日向宁次,兴趣,冥想
日向宁次,特性,血继限界
日向宁次,血继限界,白眼
日向宁次,标签,人物
姚非拉,职业,漫画家
姚非拉,标签,漫画
于谦[中国相声演员、主持人],星座,水瓶座
于谦[中国相声演员、主持人],主要作品,来了
久保嘉晴,国籍,日本
久保嘉晴,民族,和族
久保嘉晴,出生日期,7月29日
久保嘉晴,运动项目,足球
久保嘉晴,标签,人物
魔兵传奇[日本SynergySP制作动画],原作,安西信行
魔兵传奇[日本SynergySP制作动画],剧本,武上纯希
魔兵传奇[日本SynergySP制作动画],首播电视台,东京电视台
魔兵传奇[日本SynergySP制作动画],标签,动画作品
阿朵[中国大陆女歌手、演员],职业,唱作人
水果篮子[高屋奈月著作的漫画],地区,日本
水果篮子[高屋奈月著作的漫画],出版社,白泉社
重庆工商大学,校庆日,6月6日
爱丽丝学园[日本樋口橘著作的漫画],连载杂志,《花与梦》
爱丽丝学园[日本樋口橘著作的漫画],出版社,白泉社
丘比特[罗马神话中的小爱神],标签,漫画
土豆网,总部地点,北京
土豆网,经营范围,视频分享
土豆网,公司性质,股份有限公司
土豆网,创始人,王微
土豆网,总裁,何小鹏
土豆网,隶属于,合一集团
土豆网,标签,网站
土豆网,标签,公司
土豆网,标签,互联网
罗纳德·威尔逊·里根,国籍,美国
罗纳德·威尔逊·里根,民族,美利坚民族
罗纳德·威尔逊·里根,信仰,基督教
罗纳德·威尔逊·里根,政党,共和党
罗纳德·威尔逊·里根,夫人,南希·里根
罗纳德·威尔逊·里根,前任总统,吉米·卡特
罗纳德·威尔逊·里根,继任总统,乔治·赫伯特·沃克·布什
罗纳德·威尔逊·里根,血型,O型
罗纳德·威尔逊·里根,星座,水瓶座
罗纳德·威尔逊·里根,性别,男
罗纳德·威尔逊·里根,标签,元首
罗纳德·威尔逊·里根,标签,人物
张震岳,代表作品,小宇
蔡枫华,外文名,Kenneth
蔡枫华,国籍,中国
蔡枫华,星座,射手座
蔡枫华,血型,AB
蔡枫华,出生地,香港
蔡枫华,出生日期,1960年11月28日
蔡枫华,职业,歌手
蔡枫华,职业,节目主持人
蔡枫华,职业,唱片骑师
蔡枫华,代表作品,绝对空虚
蔡枫华,代表作品,破碎
蔡枫华,代表作品,叛逆
蔡枫华,主要作品,《两个只能活一个》
蔡枫华,主要作品,《初哥》
蔡枫华,主要作品,《薄荷咖啡》
蔡枫华,主要作品,《种计》
蔡枫华,主要作品,《IQ成熟时》
蔡枫华,标签,演员
蔡枫华,标签,人物
王娡,职业,美人
车婉婉,婚姻状况,已婚
钟欣潼,星座,水瓶座
林青霞[中国台湾女演员],血型,B型
李安[华人导演、编剧],血型,B型
爱眼日,日期,6月6日
爱眼日,范围,中国大陆
爱眼日,标签,社会
川澄绫子,国籍,日本
川澄绫子,星座,白羊座
川澄绫子,血型,B型
川澄绫子,出生日期,1976年3月30日
川澄绫子,职业,声优
川澄绫子,职业,歌手
川澄绫子,出道时间,1997年
川澄绫子,好友,渡边明乃
川澄绫子,搭档,小山力也
川澄绫子,代表作品,fate/stay night
川澄绫子,代表作品,神无月的巫女
川澄绫子,代表作品,青出于蓝
大黑摩季,国籍,日本
日暮戈薇,其他名称,日暮篱
日暮戈薇,登场作品,《犬夜叉》
日暮戈薇,生日,5月7日
日暮戈薇,性别,女
日暮戈薇,血型,A型
日暮戈薇,职业,学生
日暮戈薇,职业,巫女
日暮戈薇,种族,人类
日暮戈薇,丈夫,犬夜叉
日暮戈薇,标签,虚拟人物
恐龙的灭绝[科普立体动画片],地区,中国
恐龙的灭绝[科普立体动画片],标签,电影
恐龙的灭绝[科普立体动画片],标签,动画作品
马小跳[《淘气包马小跳》中人物],标签,动画
世界人口日,设定时间,1989年
撒旦[圣经中的堕落天使],身份,堕天使
撒旦[圣经中的堕落天使],标签,宗教
撒旦[圣经中的堕落天使],标签,人物
雨衣[汉语词语],标签,漫画
刘松仁,主要作品,亡命天涯
橘庆太,国籍,日本
橘庆太,血型,B型
千叶纱子,国籍,日本
千叶纱子,民族,大和
千叶纱子,职业,声优
千叶纱子,婚姻状况,已婚
范逸臣,血型,B型
黄鑫[歌手],血型,AB
代理[计算机技术术语],中文名,代理服务器
代理[计算机技术术语],作用,防火墙
代理[计算机技术术语],标签,科学
川端康成,国籍,日本
川端康成,民族,大和族
卜学亮,血型,B型
白冰冰,血型,B型
今天开始做魔王[Studio Deen制作的系列动画],地区,日本
今天开始做魔王[Studio Deen制作的系列动画],原作,乔林知
今天开始做魔王[Studio Deen制作的系列动画],导演,西村纯二
今天开始做魔王[Studio Deen制作的系列动画],主角,涉谷有利
今天开始做魔王[Studio Deen制作的系列动画],标签,动画作品
李若彤,主要作品,青春火花
玛利亚·莎拉波娃,血型,B型
圣骑士之战,地区,日本
刘畊宏,主要作品,情书
邹俊百,星座,水瓶座
playstation,地区,日本
playstation,游戏引擎,BIOS
playstation,标签,科学
安雯,星座,双子座
精灵宝可梦[任天堂掌机游戏系列],地区,日本
精灵宝可梦[任天堂掌机游戏系列],开发商,GAME FREAK
精灵宝可梦[任天堂掌机游戏系列],原作,田尻智
精灵宝可梦[任天堂掌机游戏系列],玩家人数,多人
精灵宝可梦[任天堂掌机游戏系列],标签,娱乐
李沇熹,血型,B型
air背景,时间,2005年1月6日
air背景,国籍,日本
葫芦兄弟[1986年上海美术电影制片厂出品动画片],标签,动画作品
吉卜力工作室,公司性质,株式会社
吉卜力工作室,标签,电影
吉卜力工作室,标签,动画
吉卜力工作室,标签,公司
草帽海贼团,标签,漫画
草帽海贼团,标签,动画
藤岛康介,国籍,日本
藤岛康介,标签,漫画
麻酱腰片,口味,清淡
望远镜,外文名,telescope
望远镜,别称,千里镜
望远镜,发明时间,1608年
望远镜,标签,生活
武藤兰,国籍,日本
武藤兰,民族,和族
武藤兰,星座,处女座
武藤兰,血型,O型
武藤兰,出生地,神奈川县
武藤兰,职业,AV女优
武藤兰,标签,演员
武藤兰,标签,人物
孙正义,国籍,日本
超级英雄[美国漫画里的超级英雄],外文名,Superhero
超级英雄[美国漫画里的超级英雄],对立概念,超级反派
超级英雄[美国漫画里的超级英雄],标签,游戏
超级英雄[美国漫画里的超级英雄],标签,动画
滕丽名,星座,水瓶座
欧巴桑[三八型的老妇女],起源,日语
玛丽莲·梦露[美国女演员],星座,双子座
玛丽莲·梦露[美国女演员],血型,AB
夏目漱石,国籍,日本
夏目漱石,民族,大和
无爱之战[高河弓的原作漫画],类型,耽美
无爱之战[高河弓的原作漫画],地区,日本
无爱之战[高河弓的原作漫画],标签,动画
尾行,产地,日本
吕行[知名演员],血型,B型
春田花花同学会,标签,动画
郑国霖,星座,双子座
仙妮亚·唐恩,别名,仙姑
仙妮亚·唐恩,国籍,加拿大
仙妮亚·唐恩,星座,处女座
仙妮亚·唐恩,出生地,加拿大安大略省
仙妮亚·唐恩,出生日期,1965年8月28日
仙妮亚·唐恩,职业,唱作人
仙妮亚·唐恩,代表作品,The Woman In Me
仙妮亚·唐恩,代表作品,Come On Over
仙妮亚·唐恩,主要作品,我爱哈克比
仙妮亚·唐恩,标签,歌手
仙妮亚·唐恩,标签,人物
杨倩[中国内地女演员],星座,水瓶座
铃[日本动漫《犬夜叉》里的人物],其他名称,小铃
铃[日本动漫《犬夜叉》里的人物],性别,女
铃[日本动漫《犬夜叉》里的人物],种族,人类
铃[日本动漫《犬夜叉》里的人物],民族,大和民族
铃[日本动漫《犬夜叉》里的人物],爱人,杀生丸
小仓优子,国籍,日本
小仓优子,民族,大和
小仓优子,星座,天蝎座
小仓优子,血型,B型
小仓优子,出生日期,1983年11月1日
小仓优子,职业,歌手
小仓优子,毕业院校,日本法政大学
小仓优子,经纪公司,avant-garde
小仓优子,丈夫,菊地勋
小仓优子,好友,星野亚希
小仓优子,好友,曾根菜津子
小仓优子,代表作品,优Q天国
小仓优子,代表作品,真·女立食师列传
小仓优子,主要作品,《真·女立食师列传》
可爱淘[韩国青春文学作家],出生日期,1985年
可爱淘[韩国青春文学作家],毕业院校,韩国成均馆大学
可爱淘[韩国青春文学作家],星座,水瓶座
可爱淘[韩国青春文学作家],血型,AB型
可爱淘[韩国青春文学作家],标签,小说
可爱淘[韩国青春文学作家],标签,人物
天海佑希,中文名,天海祐希
天海佑希,国籍,日本
天海佑希,星座,狮子座
天海佑希,血型,O型
天海佑希,出生日期,1967年8月8日
天海佑希,职业,演员
天海佑希,毕业院校,宝冢音乐学校
天海佑希,好友,志田未来
天海佑希,搭档,福田麻由子
天海佑希,代表作品,女王的教室
天海佑希,代表作品,BOSS
天海佑希,代表作品,Around 40～要求过多的女人们~
天海佑希,代表作品,最后的礼物
天海佑希,代表作品,离婚女律师
天海佑希,代表作品,千年之恋·源氏物语
天海佑希,主要作品,命案目睹记：卧铺特急杀人事件
天海佑希,主要作品,培养天才的妻子~世界公认数学家与妻子的爱~
天海佑希,主要作品,紧急审讯室2
天海佑希,主要作品,byplayers～如果这6位名配角共同生活的话～
天海佑希,主要作品,Chef~三星级营养午餐~
天海佑希,主要作品,伪装夫妇
天海佑希,主要作品,以我为名的变奏曲
天海佑希,主要作品,紧急审讯室~女性朋友~
天海佑希,主要作品,阿政
天海佑希,主要作品,铃木商店的当家娘
天海佑希,主要作品,紧急审讯室
天海佑希,主要作品,奥运会的赎金
天海佑希,主要作品,神探伽利略2
天海佑希,主要作品,女信长
天海佑希,主要作品,不结婚
天海佑希,主要作品,青蛙公主
天海佑希,主要作品,BOSS2
天海佑希,主要作品,我家的历史
天海佑希,主要作品,不毛地帯
天海佑希,主要作品,演歌女王
天海佑希,主要作品,顶级播音员
天海佑希,主要作品,厨房大战
天海佑希,主要作品,危险姐姐
天海佑希,主要作品,女人一代记
天海佑希,主要作品,离婚女律师2
天海佑希,主要作品,闭锁症候群
天海佑希,主要作品,天国的应援歌
天海佑希,主要作品,流转的王妃，最后的皇弟
天海佑希,主要作品,蔷薇的十字架
天海佑希,主要作品,东京物语
天海佑希,主要作品,利家与松
天海佑希,主要作品,水曜日的情事
天海佑希,主要作品,柔嫩的脸颊
天海佑希,主要作品,斗阵美眉
天海佑希,主要作品,冻僵的獠牙
天海佑希,主要作品,恋爱诈欺师
天海佑希,主要作品,新选组血风录
天海佑希,主要作品,独身女人
天海佑希,主要作品,桥之雨
天海佑希,主要作品,想成为奥田民生的男孩与让认识男性陷入疯狂的女孩
天海佑希,主要作品,Cheer☆Dance~女高中生用啦啦队舞蹈征服全美的真实故事~
天海佑希,主要作品,恋妻家宫本
天海佑希,主要作品,苍之乱
天海佑希,主要作品,清须会议
天海佑希,主要作品,狗狗与你的故事
天海佑希,主要作品,赌博默示录
天海佑希,主要作品,阿玛尔菲：女神的报酬
天海佑希,主要作品,胶片之恋
天海佑希,主要作品,旭山动物园物语
天海佑希,主要作品,魔幻时刻
天海佑希,主要作品,南方大作战
天海佑希,主要作品,棒球伙伴
天海佑希,主要作品,狗狗心事
天海佑希,主要作品,在世界中心呼唤爱
天海佑希,主要作品,夜之右侧
天海佑希,主要作品,连弹
天海佑希,主要作品,狗神
天海佑希,主要作品,黑天使2
天海佑希,主要作品,迷离花劫
天海佑希,主要作品,连环炸弹
天海佑希,标签,人物
银魂[空知英秋创作的漫画],地区,日本
银魂[空知英秋创作的漫画],连载杂志,《周刊少年JUMP》
银魂[空知英秋创作的漫画],出版社,集英社
哈里森·福特[芝加哥籍美国演员],星座,巨蟹座
哈里森·福特[芝加哥籍美国演员],血型,AB
哈里森·福特[芝加哥籍美国演员],出生日期,1942年7月13日
哈里森·福特[芝加哥籍美国演员],妻子,卡莉斯塔·弗洛克哈特
哈里森·福特[芝加哥籍美国演员],代表作品,星球大战
哈里森·福特[芝加哥籍美国演员],代表作品,夺宝奇兵
哈里森·福特[芝加哥籍美国演员],代表作品,亡命天涯
哈里森·福特[芝加哥籍美国演员],代表作品,空军一号
哈里森·福特[芝加哥籍美国演员],主要作品,银翼杀手2
哈里森·福特[芝加哥籍美国演员],主要作品,官方秘密
哈里森·福特[芝加哥籍美国演员],主要作品,星球大战：原力觉醒
哈里森·福特[芝加哥籍美国演员],主要作品,时光尽头的恋人
哈里森·福特[芝加哥籍美国演员],主要作品,敢死队3
哈里森·福特[芝加哥籍美国演员],主要作品,偏执
哈里森·福特[芝加哥籍美国演员],主要作品,王牌播音员2：传奇继续
哈里森·福特[芝加哥籍美国演员],主要作品,安德的游戏
哈里森·福特[芝加哥籍美国演员],主要作品,42号传奇
哈里森·福特[芝加哥籍美国演员],主要作品,良医妙药
哈里森·福特[芝加哥籍美国演员],主要作品,早间主播
哈里森·福特[芝加哥籍美国演员],主要作品,穿越国境
哈里森·福特[芝加哥籍美国演员],主要作品,防火墙
哈里森·福特[芝加哥籍美国演员],主要作品,好莱坞重案组
哈里森·福特[芝加哥籍美国演员],主要作品,K-19：寡妇制造者
哈里森·福特[芝加哥籍美国演员],主要作品,谎言背后
哈里森·福特[芝加哥籍美国演员],主要作品,驿动的心
哈里森·福特[芝加哥籍美国演员],主要作品,六天七夜
哈里森·福特[芝加哥籍美国演员],主要作品,与魔鬼同行
哈里森·福特[芝加哥籍美国演员],主要作品,情归巴黎
哈里森·福特[芝加哥籍美国演员],主要作品,燃眉追击
哈里森·福特[芝加哥籍美国演员],主要作品,爱国者游戏
哈里森·福特[芝加哥籍美国演员],主要作品,意外的人生
哈里森·福特[芝加哥籍美国演员],主要作品,欲网危情
哈里森·福特[芝加哥籍美国演员],主要作品,夺宝奇兵3之圣战奇兵
哈里森·福特[芝加哥籍美国演员],主要作品,上班女郎
哈里森·福特[芝加哥籍美国演员],主要作品,惊狂记
哈里森·福特[芝加哥籍美国演员],主要作品,蚊子海岸
哈里森·福特[芝加哥籍美国演员],主要作品,目击者
哈里森·福特[芝加哥籍美国演员],主要作品,夺宝奇兵2之魔宫传奇
哈里森·福特[芝加哥籍美国演员],主要作品,星球大战6：绝地归来
